,locality,latitude,longitude,Pincode,Latitude,Longitude
6867,"Lokhande Mala, Nashik Road, Nashik, Maharashtra, I",19.9824074,73.8292283,422101.0,19.96866,73.83161
6868,"Santhi Nagar, Benz Circle, Vijayawada, Andhra Prad",16.4899638,80.6625169,520007.0,16.49177,80.65554
6869,"Varun Nagar, Sector A, Shahpura, Bhopal, Madhya Pr",23.1994057,77.4275251,462039.0,23.19181,77.43267
6870,"Sammilani Park, Survey Park, Santoshpur, Kolkata, ",22.4872766,88.3896624,700094.0,22.483,88.391
6871,"Shivaji Nagar Shopping Complex, Sulthangunta, Shiv",12.9878137,77.6046854,560001.0,12.98747,77.60475
6872,"Amherst Street Police Station, Raja Ram Mohan Sara",22.5796603,88.3702721,700006.0,22.58567,88.36769
6873,"Arilova, Visakhapatnam, Andhra Pradesh, India",17.7666503,83.313465,530040.0,17.76665,83.31347
6874,"Jabalpur Road, Manmohan Nagar, Vikas Nagar, Jabalp",23.1906916,79.9196006,482002.0,23.18617,79.91306
6875,"Khukhrana, Panipat, Haryana, India",29.3873717,76.9009191,132103.0,29.38092,76.85958
6876,"Peoples Mall Bhopal, Neerja Nagar, Durgesh Vihar, ",23.267439,77.459434,462023.0,23.24547,77.44567
6877,"Gharaunda Toll Plaza, National Highway 1, Gharaund",29.5810221,76.9783026,132041.0,29.54944,77.05078
6878,"Shriram Samruddhi Apartments, Varthur Road, Silver",12.9549709,77.717209,560037.0,12.95886,77.71603
6879,"Valinath Chowk, Ved Road, Ishwar Nagar Society, Vi",21.2239438,72.8214668,394130.0,21.22586,72.81804
6880,"Nagavara, DadaMastan Layout, Manayata Tech Park, N",13.042307,77.613565,560024.0,13.04928,77.60456
6881,"Damana traffic square, Nandankanan Road, Chandrase",20.332292,85.82152,751016.0,20.32886,85.82022
6882,"Maddilapalem, Visakhapatnam, Andhra Pradesh, India",17.7367842,83.3218909,530003.0,17.73573,83.32257
6883,"Gol Mandir Road, Zaidi Nagar, Shastri Nagar, Meeru",28.9629409,77.725174,250001.0,28.97,77.72
6884,"GothaPatna Electric Substation, Bhubaneswar, Odish",20.284944,85.745242,751003.0,20.28628,85.75229
6885,"Vasant Vihar Gate, Vasant Vihar, Sarkanda, Bilaspu",22.0872278,82.1803334,495001.0,22.0759,82.16929
6886,"Khanna Nagar, Haridwar, Uttarakhand, India",29.9299111,78.1314998,249404.0,29.92606,78.13194
6887,"Chikpete, Bengaluru, Karnataka, India",12.9709232,77.5763139,560053.0,12.96889,77.57309
6888,"Sector 58, Sonipat, Haryana, India",28.8921229,77.1226288,131103.0,28.88,77.1
6889,"Pawa, Ludhiana, Punjab, India",30.8465701,75.9477755,141120.0,30.84657,75.94778
6890,"Sector 39, Mohali, Chandigarh, India",30.74419,76.7293233,140602.0,30.75,76.72
6891,"Sri Ramachandra Nagar, Vijayawada, Andhra Pradesh,",16.5086968,80.6842305,520007.0,16.50031,80.67628
6892,Bamni Khera,28.0639,77.3468,121105.0,28.06395,77.3468
6893,"Sector 56, Sonipat, Haryana, India",28.8817874,77.1341351,131028.0,28.86539,77.12658
6894,"Raniganj, Lucknow, Uttar Pradesh, India",26.8413667,80.9211194,226018.0,26.83903,80.92111
6895,"Jagdambey Colony, Jagdamba Colony, Amritsar, Punja",31.6513924,74.89533,143001.0,31.64,74.89
6896,"Defence Colony, Tirupati Garden, Defence Colony, M",29.0071774,77.7446627,250001.0,29.00665,77.7482
6897,"Kishor Nagar, Nashik, Maharashtra, India",19.9662858,73.7794093,464986.0,19.984,73.78102
6898,"Chand Avenue, Nanngli, Amritsar, Punjab, India",31.6721211,74.8748354,143107.0,31.6758,74.87
6899,"Vyapar Vihar, Bilaspur, Chhattisgarh, India",22.0661301,82.1455245,495001.0,22.0648,82.13538
6900,"Jetalpur, Ahmedabad, Gujarat, India",22.8878953,72.5946589,382427.0,22.89,72.6
6901,"Shankar Vihar, New Delhi, Delhi, India",28.5661066,77.1399583,110010.0,28.57,77.13
6902,Bhubaneswar Institute Of Management And Informatio,20.2726686,85.8358259,752102.0,20.2725,85.83403
6903,"Belepole Bus Stand, Belepole, Shibpur, Howrah, Wes",22.577249,88.3030163,711104.0,22.57711,88.30311
6904,"Dattawadi, Nagpur, Maharashtra, India",21.1552286,78.9916059,440023.0,21.14889,78.99028
6905,"NGO Colony, Wilson Garden, Bengaluru, Karnataka, I",12.9527453,77.5952527,560027.0,12.94868,77.59777
6906,"Polytechnic Square, Professors Colony, Bhopal, Mad",23.2445782,77.3968426,483501.0,23.2401,77.4001
6907,"Hoysala Nagar, Indiranagar, Bengaluru, Karnataka, ",12.980552,77.6349611,560008.0,12.96849,77.64257
6908,"H K P Enterprises, R T Nagar, Near Neelkan The Shv",19.2202153,72.8230818,400067.0,19.21331,72.82469
6909,"Dasarathi Dey Lane, Shibtala, Naora, Shibpur, Howr",22.5683831,88.3173005,711102.0,22.56242,88.31936
6910,"Gol Mandir Road, Sector 3, Tejgarhi, Meerut, Uttar",28.9638519,77.7260372,250001.0,28.97,77.72
6911,"K a l i Railway Station Road, Railway Colony, Saba",23.0988209,72.5830106,382424.0,23.1071,72.5849
6912,"Mominpura, Nagpur, Maharashtra, India",21.1557221,79.0941604,440018.0,21.15736,79.09708
6913,"Police Rd, Ranasinghpete, Sultanpete, Bengaluru, K",12.9671285,77.5721513,560053.0,12.96889,77.57309
6914,"Budha Talab Raipur, Vivekananda Sarovar, Budhapara",21.2316894,81.6344429,492001.0,21.22471,81.6411
6915,"Pulianthope, Chennai, Tamil Nadu, India",13.0981638,80.2683186,600001.0,13.09925,80.28
6916,"Sadar Bazar Karnal, Sadar Bazar, Karnal, Haryana, ",29.6896913,76.9788514,132001.0,29.68783,76.98178
6917,"Rajiv Gandhi Square, Eastern Ring Road, Sarvanand ",22.6829008,75.8572989,453112.0,22.68825,75.84686
6918,"Atapara, Sinthee, Kolkata, West Bengal, India",22.6304651,88.3912962,700050.0,22.62892,88.38733
6919,"Tulsi Nagar, Nipania, Indore, Madhya Pradesh, Indi",22.7595354,75.9187422,455001.0,22.75899,75.92891
6920,"Trimurti Chowk Post Office, opp. Divya Cinema, Pat",19.9819791,73.7560577,422007.0,19.99936,73.73894
6921,"Manimajra, Chandigarh, India",30.7194817,76.8317325,160101.0,30.71597,76.83181
6922,"Prabha Hanumanji Mandir, Jamiyatpura Road, Ahmedab",23.1818434,72.5676917,382150.0,23.17,72.58
6923,"Shalimar Township, Indore, Madhya Pradesh, India",22.7630107,75.9005934,452010.0,22.76031,75.88633
6924,"Sonipat, Balmiki Basti, Sonipat, Haryana",28.996764,77.023768,131001.0,28.99675,77.02033
6925,"Chandbarh, Sourabh Colony, Bhopal, Madhya Pradesh,",23.2659543,77.4181997,462010.0,23.26689,77.42044
6926,"Chickpet Metro Station Entrance, Madrasa Lane, Man",12.9675454,77.5745061,560053.0,12.96889,77.57309
6927,"Niranjanpur, Indore, Madhya Pradesh, India",22.7785448,75.8879839,452010.0,22.76031,75.88633
6928,"Hindustan Shipyard Limited, PO, Gandhigram, Hindus",17.6892316,83.2770458,533222.0,17.69897,83.28531
6929,"Maya Nagar, N 2, Cidco, Aurangabad, Maharashtra, I",19.8708159,75.3710948,431154.0,19.872,75.388
6930,"Mullanpur, Mohali, Punjab, India",30.8493728,76.6022778,140103.0,30.82967,76.57956
6931,"Guttahalli Main, Lower Palace Orchards, Guttahalli",13.0048026,77.5814409,560003.0,13.00194,77.57907
6932,"Gori Palya, Padarayana Pura, Bengaluru, Karnataka,",12.962889,77.5565683,560018.0,12.96481,77.55502
6933,"Jagdamba Dham, Nagpur, Maharashtra, India",21.2301478,79.0657246,441204.0,21.21148,79.06861
6934,Maidan Garhi,28.4997988,77.195326,110068.0,28.50122,77.20031
6935,"Nowroji Road, Daspalla Hills, Pandurangapuram, Vis",17.7140549,83.3135877,530003.0,17.72037,83.31681
6936,"Palika Nagar, Rishikesh, Uttarakhand, India",30.1039536,78.2924589,249201.0,30.10708,78.28914
6937,"Basement Nagar, Guru Arjan Dev Nagar, Ludhiana, Pu",30.9121542,75.8860726,141008.0,30.91506,75.87961
6938,"Mirza Ghalib Street, New Market Area, Dharmatala, ",22.5590585,88.3547488,700087.0,22.55889,88.35511
6939,"Gulab Bagh Colony, Indore, Madhya Pradesh, India",22.7680068,75.905722,452010.0,22.76031,75.88633
6940,"Tidke Colony, Nashik, Maharashtra, India",19.9925259,73.7744367,464986.0,19.984,73.78102
6941,"Mauli Baidwan, Mohali, Punjab, India",30.6727404,76.7206652,160062.0,30.68336,76.73561
6942,"Gajuwaka, Visakhapatnam, Andhra Pradesh, India",17.6851243,83.2035471,530026.0,17.69072,83.20381
6943,"Nandur Naka, Nashik, Maharashtra, India",19.9932017,73.8433766,422002.0,20.00505,73.83675
6944,"Mangliya, Indore, Madhya Pradesh, India",22.8172806,75.9289046,456443.0,22.79774,75.8897
6945,"North Dumdum, West Bengal, India",22.6626085,88.4090043,700049.0,22.66,88.4
6946,"Shankar Colony, SS Park Extn, Sonipat, Haryana, In",28.978036,77.0282173,131001.0,28.98011,77.02211
6947,"Unit 8 Market, Unit 8, Gopabandhu Nagar, Bhubanesw",20.2777408,85.8107814,751003.0,20.27433,85.80511
6948,"Champadali, Barasat, Kolkata, West Bengal, India",22.7207451,88.4857941,700124.0,22.72227,88.48436
6949,"Kabirpur Village, Sonipat, Haryana, India",28.9848656,77.0319784,131001.0,28.98656,77.0255
6950,"Talikhola, Nabapally, Kolkata, North 24 Parganas, ",22.7337053,88.4668165,700126.0,22.72354,88.47196
6951,"Gandhi Nagar, Kath Mandi, Aggarsain Nagar, Sonipat",28.9824286,77.0155951,131001.0,28.98,77.02
6952,"Gandhi +2&+3 Science College, Khandagiri BBSR OLD ",20.249408,85.792992,751019.0,20.23781,85.79362
6953,"Seethammadhara, Visakhapatnam, Andhra Pradesh, Ind",17.742199,83.3091092,530004.0,17.74172,83.31178
6954,"Acharya Prafulla Chandra Road, Manicktala, Khanna,",22.5919767,88.375157,700006.0,22.59014,88.37594
6955,"Varanasi Railway Station, Jalalipura, Varanasi, Ut",25.3268804,82.9860633,221002.0,25.32019,82.9885
6956,"Heera Nagar, Ghel, Ambala, Haryana, India",30.3909678,76.7563445,134003.0,30.38003,76.75153
6957,"Sukhgarh, Sahibzada Ajit Singh Nagar, Punjab, Indi",30.6553611,76.6973663,140308.0,30.68675,76.69144
6958,"Anandwalli, Gangapur Road, Kale Nagar, Viveka Nand",20.0116954,73.7463632,422007.0,19.99936,73.73894
6959,"Sukhchar Post Office, TN Banerjee Road, Sukchar, J",22.7091911,88.3691706,700115.0,22.71,88.37
6960,"Jamniya, Indore, Madhya Pradesh, India",22.6757499,75.9434209,451115.0,22.6636,75.941
6961,"New Swagat Vihar, Dunda, Chhattisgarh, India",21.1828614,81.6689109,480551.0,21.20119,81.64324
6962,"Shivpura, Kota, Rajasthan, India",25.1527292,75.8170786,324010.0,25.14308,75.80489
6963,"Ulsoor Road, FM Cariappa Colony, Sivanchetti Garde",12.976102,77.6154849,560042.0,12.98205,77.61238
6964,"Suhagpur, Bhopal, Madhya Pradesh, India",23.1409629,77.4422291,465683.0,23.14048,77.42717
6965,"Sector 10, Chandigarh, India",30.7532757,76.7899135,160011.0,30.75353,76.78761
6966,"Office, Nageswar Tangi, Old Town, Bhubaneswar, Odi",20.246222,85.838138,751002.0,20.24375,85.84122
6967,"Torva Naka Bilaspur, Gurunanak Chowk, Torwa, Bilas",22.0657059,82.1814147,495004.0,22.05943,82.17029
6968,Raghubar Pura 2,28.6635693,77.2695289,110031.0,28.66283,77.26769
6969,"Uday Nagar, Brijeshwari Main, Indore, Madhya Prade",22.716374,75.9113206,456006.0,22.70935,75.90144
6970,"Hamidia Clinic, Vishwakarma Nagar Road, Ashiyana C",23.2943342,77.4042375,462038.0,23.303,77.40567
6971,"Purba, Rajdanga Main Road, Narkelbagan, Sector G, ",22.513369,88.398012,700107.0,22.51286,88.40497
6972,"New Lal Bagh, Patiala, Punjab, India",30.3253375,76.383986,147007.0,30.32558,76.38525
6973,"Durga Colony, Sonipat, Haryana, India",29.0022262,77.0263329,131001.0,29.00189,77.01861
6974,"Rishi Bankim Road, Nabin Nagar, Birati, Kolkata, W",22.6679615,88.4180694,700051.0,22.66,88.42
6975,"Narkeldanga, Kolkata, West Bengal, India",22.577486,88.3809858,700006.0,22.58422,88.37725
6976,"Narayana Vidyalayam, Bokhara, Nagpur, Maharashtra,",21.2225392,79.0703211,441204.0,21.21148,79.06861
6977,"Vallabh Bhavan Road, Arera Hills, Bhopal, Madhya P",23.2378421,77.4235687,462004.0,23.23494,77.42128
6978,"DAV PUBLIC SCHOOL, Phase-VII, Sailashree Vihar, Ch",20.3324682,85.8110816,751021.0,20.33417,85.80917
6979,"Sector 54, Sonipat, Haryana, India",28.8696019,77.1413259,131028.0,28.86539,77.12658
6980,"Maan Colony, Jyoti Nagar, Karnal, Haryana, India",29.6900492,76.9604194,132037.0,29.68744,76.96064
6981,"Ekta Vihar, Nirmal Vihar, Ambala Cantt, Haryana, I",30.3262906,76.8641686,133001.0,30.33472,76.86014
6982,Virender Gram,28.487858,77.011317,122006.0,28.48556,77.00906
6983,"Sanchar Nagar Main, Indore, Madhya Pradesh, India",22.7208507,75.9180163,452016.0,22.72678,75.91867
6984,"Telipara, Bilaspur, Chhattisgarh, India",22.0762333,82.1583504,495001.0,22.08297,82.16139
6985,"Sanjay Chowk, Shastri Colony, Panipat, Haryana",29.38569,76.9709311,132103.0,29.39196,76.97673
6986,"Tannirhalli, Mathikere, Bengaluru, Karnataka, Indi",13.0390701,77.5468951,560054.0,13.03487,77.55338
6987,"INHS Kalyani, Nausena Baugh, Visakhapatnam, Andhra",17.6871271,83.2505089,530005.0,17.68277,83.25208
6988,SelaQui - CBSE Boarding/Residential School Dehradu,30.3681333,77.8566199,248011.0,30.35531,77.85436
6989,"Nagpur Institute Of Technology, Nagpur, Maharashtr",21.2211437,78.9911628,441501.0,21.22529,79.01082
6990,"Rajkot - Gondal Highway, Vavdi, Rajkot, Gujarat, I",22.2310583,70.8010845,360405.0,22.23099,70.79713
6991,"Tung Bala, Amritsar, Punjab, India",31.6550502,74.8920112,143001.0,31.65,74.88
6992,"Tagore Nagar, Nashik, Maharashtra, India",19.9745352,73.805881,422010.0,19.96415,73.80305
6993,"Jagat Talkies Cinema Hall, Acharya Prafulla Chandr",22.5715566,88.3711851,700001.0,22.5726,88.3639
6994,"Khazana Jewellery Private Limited, 9th Main Road, ",12.9347262,77.5837924,560011.0,12.9367,77.58559
6995,"Sector 40, Chandigarh",30.74419,76.7293233,140602.0,30.75,76.72
6996,"City Montessori School, Lucknow, Uttar Pradesh, In",26.8390743,80.9183668,226018.0,26.83903,80.92111
6997,Sector 25A,28.5859654,77.3446461,201311.0,28.57668,77.32717
6998,"Punjab National Bank, Nehru Nagar, Bilaspur, Chhat",22.0806516,82.1302124,497101.0,22.07963,82.13914
6999,"Rasulgarh Chowk, Block A, Sector A, Rasulgarh, Bhu",20.2955498,85.8575141,229127.0,20.29,85.86
7000,"Shesh Colony, Vinoba Nagar, Bilaspur, Chhattisgarh",22.0652837,82.1548751,495004.0,22.0668,82.15724
7001,"Gandhinagar - Ahmedabad Road, Urjanagar 1, Dholaku",23.1746067,72.6373524,382421.0,23.18,72.62
7002,"Dadlana, Haryana, India",29.4785703,76.9009191,132140.0,29.48861,76.88067
7003,"Krishi Nagar, Nashik, Maharashtra, India",20.0035074,73.7602886,422003.0,20.01093,73.7739
7004,"Kanker Khera, Meerut, Uttar Pradesh, India",29.1857311,78.043795,250404.0,29.18,78.04
7005,"Bhutdi Jampa Road, Bhutdi Zampa, Fatehpura, Mandvi",22.3074487,73.2047716,441905.0,22.30267,73.20429
7006,"Kashiram Nagar, Moradabad, Uttar Pradesh, India",28.8507769,78.7433698,244001.0,28.8744,78.75
7007,"Varun Nagar, Lalita Nagar, Kolar Road, Gehun Kheda",23.1619944,77.4133094,462042.0,23.15,77.41
7008,"Seepath Chowk, New Sarkanda, Sarkanda, Chhattisgar",22.0955104,82.1446579,495006.0,22.09694,82.1416
7009,"Trimurti Chowk, Cidco, Nashik, Maharashtra, India",19.9840804,73.7553243,422007.0,19.99936,73.73894
7010,"Moradabad - Kashipur Road, Hayat Nagar, Katghar, M",28.8343747,78.7938396,244001.0,28.83011,78.78286
7011,"Rai Ka Bagh, Jodhpur, Rajasthan, India",26.2904365,73.0427415,342006.0,26.28278,73.04878
7012,"PWD Colony, Aurangabad, Maharashtra, India",19.8526375,75.3273705,804428.0,19.87,75.34
7013,Mavai Village,28.4339306,77.3302888,121002.0,28.41825,77.32564
7014,"Attapur Bridge, Somi Reddy Nagar, Moghal Nagar, At",17.3728198,78.4293767,500008.0,17.37586,78.42025
7015,Sector 52,28.5874806,77.3683319,201307.0,28.58493,77.38699
7016,"Snehlataganj, Indore, Madhya Pradesh, India",22.7292844,75.865741,455116.0,22.7287,75.8654
7017,"Nayapura, Lalita Nagar, Kolar Road, Bhopal, Madhya",23.1635108,77.4099384,462042.0,23.15,77.41
7018,"Kavadiguda, Bhagyalaxmi Nagar, Kavadiguda, Secunde",17.4247484,78.4895256,110045.0,17.41366,78.48383
7019,"Muthi, Jammu",32.7583199,74.8141575,181124.0,32.75065,74.82033
7020,"Rk beach, Beach Road, Pedda Rushikonda, Rushikonda",17.7107627,83.3184668,530003.0,17.72037,83.31681
7021,"Gandhi Nagar, Bhopal, Madhya Pradesh, India",23.3019153,77.3611549,462036.0,23.3,77.36
7022,"New Balwant Nagar, Gwalior, Madhya Pradesh, India",26.2118159,78.1972261,475330.0,26.21549,78.1706
7023,"Rani Ka Talab And Shiv Mandir, Ambala Cantt, Harya",30.3566952,76.8580895,133001.0,30.35256,76.84733
7024,"Military Hospital, Mall Road, Ambala Cantt, Haryan",30.3529339,76.8338952,133001.0,30.35256,76.84733
7025,"M V Block, Lower Palace Orchards, Guttahalli, Beng",13.0018968,77.581575,560003.0,13.00194,77.57907
7026,"Evershine Colony, Madhya Pradesh, India",22.6952453,75.9189237,455118.0,22.68586,75.926
7027,Sanjay Gandhi Memorial Nagar,28.403512,77.2893606,121001.0,28.402,77.29219
7028,"Ramgopalpet Fire Station, Sappu Bagh Apaprtment, P",17.4430313,78.4856279,500016.0,17.44139,78.46917
7029,"AARYA ANAM ENCLAVE, ECC Road, Pattandur Agrahara, ",12.9798558,77.7365555,560066.0,12.98724,77.73216
7030,"Pawangaon, Nagpur, Maharashtra, India",21.1684744,79.183422,441203.0,21.17191,79.20246
7031,"Elante Mall, Purv Marg, Industrial Area Phase I, C",30.705493,76.8012561,160030.0,30.71136,76.79064
7032,"Sector 34, Gurgaon, Haryana, India",28.4282635,77.0075055,323602.0,28.4388,77.00509
7033,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharas",19.9565711,73.7709126,422010.0,19.93537,73.76543
7034,"Kathwada GIDC, Odhav Industrial Estate, Odhav, Ahm",23.0363708,72.6845916,382430.0,23.02793,72.6817
7035,"Mughal Pura, Sadikpur, Patna, Bihar, India",25.5973256,85.213364,800007.0,25.59703,85.21142
7036,"Amrawti Nagar, Khema-Ka-Kuwa, Jodhpur, Rajasthan, ",26.233334,72.9719871,342008.0,26.2501,72.9779
7037,"Kothwal Chavadi, George Town, Chennai, Tamil Nadu,",13.0933489,80.2843962,524344.0,13.09278,80.28189
7038,Gandhi Smarak Nidhi 110002,22.283344,70.77384,360001.0,22.29108,70.78025
7039,"Bhavanipuram, V D Puram, Vijayawada, Andhra Prades",16.5336501,80.5992125,520012.0,16.53069,80.60094
7040,"Pudupakkam, Royapettah, Chennai, Tamil Nadu, India",13.0598649,80.2687656,600005.0,13.05958,80.27436
7041,"Rajkot Bhaktinagar Sub Post Office, Bhaktinagar So",22.2811269,70.8031999,360002.0,22.28103,70.80319
7042,"Vijay Nagar Colony, Masab Tank, Hyderabad, Telanga",17.3947265,78.451538,450112.0,17.4091,78.4506
7043,"Sector 24, Chandigarh, India",30.7446536,76.7610647,160023.0,30.73964,76.76703
7044,"Ramakrishna Hospital, Jayanagar East, Jaya Nagar 1",12.9364213,77.5828188,560011.0,12.9367,77.58559
7045,"Nipania, Indore, Madhya Pradesh, India",22.7617374,75.9273187,455001.0,22.75899,75.92891
7046,"Priyadarshini Layout, Krishnarajapura, Bengaluru, ",13.0055021,77.7083642,560036.0,13.00517,77.696
7047,Sector 74,28.3572182,77.3467996,121004.0,28.35094,77.34556
7048,"Sector 23, Nada, Panchkula, Haryana, India",30.6886812,76.8803946,134109.0,30.692,76.8696
7049,"Kishora, Sonipat, Haryana, India",28.9740436,77.0823482,131021.0,28.96,77.08
7050,"Manjunath Nagar, Kalkere, Bengaluru, Karnataka, In",13.0233466,77.6750869,577531.0,13.03349,77.67389
7051,"Balaji Layout, Horamavu Agara, Horamavu, Bengaluru",13.0401589,77.6571918,560113.0,13.02507,77.65967
7052,"Top Khana, Ambala Cantt, Haryana, India",30.3712405,76.8468704,133001.0,30.35256,76.84733
7053,"Goyal Nagar, Indore, Madhya Pradesh, India",22.7167677,75.9049493,456006.0,22.70935,75.90144
7054,"Kanaka Maha Lakshmi Devasthanam, Town Kotha Road,",17.6997964,83.2970405,530001.0,17.69826,83.29479
7055,HIG Flats,28.6674599,77.3306477,201011.0,28.66492,77.33029
7056,"Naidupet, Vijayawada, Andhra Pradesh, India",16.5040352,80.6257414,520002.0,16.5095,80.62531
7057,"Ramalingeswarapet, Vijayawada, Andhra Pradesh, Ind",16.5257726,80.6278226,520003.0,16.528,80.62683
7058,"Fraserpeta, Vijayawada, Andhra Pradesh, India",16.5349343,80.616184,520001.0,16.53803,80.61325
7059,"Bhubaneswar Bike Bazar, Housing Board Colony, Chan",20.332161,85.821263,751016.0,20.32886,85.82022
7060,"Kranti Chowk, New Usmanpura, Snehnagar, Aurangabad",19.8732082,75.3286214,453001.0,19.88377,75.32567
7061,"Sidhartha Nagar, Cottonpete, Bengaluru, Karnataka,",12.9679116,77.5655242,560001.0,12.96842,77.56919
7062,"Colonelganj, Kanpur, Uttar Pradesh, India",26.471518,80.3352364,208001.0,26.47152,80.33524
7063,"Barasat - Barrackpore Road, Patulia, Nilganj, West",22.7621517,88.4244424,700121.0,22.76,88.43
7064,Atali,28.2965322,77.4199931,121004.0,28.26879,77.39991
7065,"Raksha Karmachari Colony, Jabalpur, Madhya Pradesh",23.2040026,79.9933976,481445.0,23.20815,79.9892
7066,"Pahalwan Dhaba, Sonipat, Haryana, India",29.0311309,77.0717774,131027.0,29.03,77.07
7067,"NGEF Layout, Stage 2, Chandra Layout, Bengaluru, K",12.9588206,77.508911,560072.0,12.95517,77.51564
7068,"Hallo Majra, Chandigarh, India",30.6864299,76.7985669,160002.0,30.69036,76.79422
7069,Brahmpuri,26.9479409,75.8272482,302002.0,26.93695,75.8396
7070,"BUDHWARA, Sultania Road, Chowki Talaiya, Budhwara,",23.254467,77.4040974,462001.0,23.26,77.41
